Id	UID	Type	IdPlan	TurnOn	Traffic	Hacked
584590	60199352-88e0-4d37-9f1b-feb283d282a4	P	2	True	13788836004	True
481977	4e6b442d-a5f3-4ed7-9854-c043d62a567f	P	6	True	10424619856	True
846707	08419382-7e79-497b-9813-9235293a3444	P	7	True	6063092666	True
252381	98186fe3-0be3-4e8d-835a-aad332a3021d	P	0	True	14138224158	True
402040	76c4a466-7230-4d21-842b-31528e2beeee	P	1	True	6352672097	True
891478	ea59d578-b411-4c2e-a76f-c44f30b635df	P	0	True	18125722794	True
459922	2ad392ed-6051-4c2b-a68a-a85323fe4b34	P	1	True	9386379538	True
656293	6d00e639-72b5-453a-94a2-dff0ca40d2a6	P	5	True	4054532910	True
163821	05a435e6-f7ae-4adf-85a8-bc82bca8cc23	P	0	True	6387475406	True
122745	aa1bc999-81b7-408e-b5bb-c8037997d3ca	P	3	True	12959165025	True
143830	4c2ce128-a3f2-4510-a0d1-925bdb4f8994	J	11	True	115939340060	True
57201	8b6aa547-055a-4653-8641-d317541a2c8a	P	5	True	2391781077	True
748379	f856659c-c66e-413e-a538-7f77b3643040	P	3	True	3963643185	True
745097	1ad7f557-e664-4c81-a254-6ba473ae9d18	P	4	True	3604067606	True
699658	21ef8a27-722a-4110-bbcc-3bbb013c73f8	J	12	True	36883187162	True
322919	86b33991-0262-4008-a2b9-ed9593cae3e1	P	7	True	8512946609	True
296849	13e609f2-011f-464f-873f-6703ff1f58fa	P	4	True	3641673303	True
362337	d810d5c5-80aa-4ed9-aa62-1905e0fd88d2	P	6	True	5271462446	True
634087	f1a0211e-fd4d-4039-bd39-c6cd96b2ccf5	J	10	True	79016781893	True
860839	056343fb-88f2-45f7-bb17-d35597ad2609	P	5	True	9541351953	True
158719	4b0e278c-118e-4d5e-a983-eaba7afbaa97	P	0	True	6106279436	True
844058	e453a0d1-2464-4bbb-84bc-dc048fd83b8c	P	6	True	6275710507	True
119689	6c1e223a-fd85-4537-b94c-74e641a8585a	P	6	True	4563509028	True
684012	d695c5b6-21bb-4cb6-b330-ded540adcefb	P	2	True	5284809591	True
202934	45fd3053-f039-4428-80ee-614fe3495bb2	P	1	True	23061813385	True
308886	a1ff92c0-3e68-43fe-bf1b-75b231238b4c	P	4	True	12395197564	True
185798	df201232-b950-4634-8130-349ff780a7bb	J	10	True	65353729035	True
498858	312163d4-c014-4bd1-8afe-eea0ca0cf220	P	3	True	4370516177	True
312671	e6e8177e-35c7-42c7-8547-2762e8dd4fca	P	4	True	9375559742	True
954270	08f00798-7581-44d6-9b98-d6c39dadf975	P	3	True	2825109843	True
481074	a5a22ac9-4d72-4f23-a742-1be3fa1a3de8	P	0	True	4299881802	True
234804	779bc6b0-2753-4e7d-b66e-9865fd7fc9f3	P	7	True	4080290323	True
499731	3f51b958-7865-40bc-a00d-96cb38b4a889	P	2	True	5062350531	True
133219	be3b4f7a-4fed-4d35-9ae3-63d32642561e	J	11	True	53515573906	True
465458	a37c3b8c-8267-4b20-b1f5-f2a87a6e8140	J	10	True	75639235509	True
521638	c04922a3-a2f5-4838-960c-7e776f7d361b	P	6	True	4282778677	True
442058	4952b4e9-29b1-4773-8a8b-30921808412b	J	11	True	7981926886	True
304692	a88c08d0-be10-473d-bb14-dd123f524cf0	P	7	True	6905341789	True
378758	b0edb35b-1b49-497b-ae0e-ccbcacfab92a	P	7	True	14889086319	True
446377	474b9886-1009-46ef-b52f-e3cb5bf1a150	P	1	True	4921154168	True
791391	8d258677-5f11-441a-8708-a6037d2b8699	J	11	True	70001220296	True
254276	fab952a4-c93c-46a3-ab6b-b29c039d5ce5	P	2	True	11182437409	True
302127	e1e439dc-62d4-4f81-bca3-9cccb11cd9e7	P	4	True	5315991247	True
510965	0dd965b4-b09c-4069-8df5-12ac1e61f4d3	P	5	True	9075475203	True
500006	214999a8-89eb-4d4a-b3e8-31ef39151f71	P	1	True	3428346367	True
444821	95ec606f-0db3-42e3-bc31-461336271b07	P	5	True	17335744225	True
141251	4e09ac9c-f4fc-4c07-83dd-34f33e43828a	P	4	True	7128699781	True
491891	cb9b98bb-c984-4873-8586-1a636b94b358	P	5	True	13907039565	True
261731	1f6b4268-915d-4826-90b7-4180c1361be0	J	10	True	9032400126	True
476892	4e58cd5b-b4e5-4877-9f66-09ec493cf5fa	P	1	True	5238354106	True
611613	98da1104-154b-4126-abe0-86aa55416304	P	5	True	5404300539	True
779948	70c4741f-b605-4809-b4f5-7e38c38efb85	P	1	True	8071579264	True
80280	438de99c-1641-4359-bbe8-e02ad4ac2d5c	P	3	True	4800191884	True
900519	134c88cb-0ece-40c1-b3e8-7c20391dcd5f	P	3	True	3995643243	True
187814	f083029b-1865-4fba-91c3-95b2fd36d3e1	P	2	True	3993761222	True
451562	7d246235-f24d-48de-aa2d-13832b3f94fd	P	4	True	9992466130	True
139258	e79e3840-c850-4be6-a31c-be225a7a8c06	P	1	True	4128647945	True
759513	cf2ed3e2-5c62-41c8-8974-808917be679d	J	12	True	38604732367	True
557248	480cb59f-8d3d-4a6c-99a5-57ed1b8f2471	P	6	True	8561276354	True
857332	304ceeb8-f654-430d-82d3-6abf727cb632	P	1	True	16192975257	True
157869	2c61dd5f-3452-4679-99f9-ff399c5aefdf	P	1	True	5601526202	True
290107	dc3abb29-4a76-4967-9bc6-a56fab45a22c	P	1	True	12974037183	True
528068	2a8ac774-e542-42a0-b7dd-8dd618bff895	P	5	True	7280004919	True
549876	13cadacc-317f-4f29-99ee-bea8cad7419d	P	3	True	3750781189	True
362253	22da06ae-50f7-444e-aa88-7aa7dc39974b	J	10	True	57928123130	True
539083	5a65b2e1-afd3-4584-889e-134357ed72bf	P	4	True	3205297430	True
269682	073cf7a6-1a42-491a-9853-d840a7c9924c	J	10	True	6706637672	True
600209	11b6a40e-1dc1-43a2-a0f0-25c06be675cb	P	7	True	4077489076	True
855184	ce319bf4-0a3a-46f9-8db9-82da8dc85f96	P	6	True	5031149534	True
5663	ab8c22ff-73a3-408a-87f8-262de80de5fc	P	5	True	3157000363	True
592452	68113c7c-8bce-4e0a-b8ac-63e819a819c4	P	1	True	6864334698	True
338238	6e522130-856e-4b0c-8821-02ca803b92bf	P	1	True	4949094215	True
527331	66473314-21a5-42f0-b7bd-0f9046ba4f9c	P	0	True	5660469181	True
765170	1c59dc4f-5c45-4c51-a4a1-3c65b5467253	P	6	True	9904597863	True
778742	b470e671-2d8f-47ff-9f41-e065dc475fdb	P	6	True	6766425858	True
639288	18201058-0c5b-4719-a049-570dee8eaa34	P	6	True	18772925938	True
737296	e6bc381a-a417-41e8-9464-e8e66208ccc0	P	6	True	11834381091	True
343695	3f78e2c0-c627-4210-b3a3-4f5de89871c9	P	6	True	2887153126	True
872884	3d20c364-a2c4-435a-8225-b9b61e170d35	P	0	True	5854562612	True
754924	559df2d9-c815-4901-a0be-2840e71cf53e	P	5	True	15325692511	True
561336	ea0706fa-fff0-48f1-a496-b3727a4ff181	P	0	True	11862078967	True
564364	4fb924c2-8b48-4279-a9bc-c0f83558e77e	P	6	True	8125444577	True
548866	e7594b74-c1b4-4b39-a68d-51181c597bf7	P	4	True	8828115400	True
772202	ed8d7905-9daf-4265-9a5e-18bba9dfc896	P	2	True	7566446657	True
353484	5d0a1c74-cdd5-4f62-847f-4a2ab7249339	P	0	True	8118362757	True
973338	2ff81bd8-f9d1-47ac-aa0f-c523842ad093	P	6	True	7341666759	True
281275	903863ea-38ed-419d-99fe-2e5320b06bab	P	5	True	4041179433	True
590476	c5e8cbf2-28e4-4fe9-a876-453f9d657028	P	0	True	7356161229	True
701953	2e9d7e68-3df9-4fbd-a8fb-72fa4e69ee63	P	7	True	4837088776	True
532892	75828eb8-4875-4747-9f71-6b4f78f297b7	P	3	True	10240232437	True
326697	b3848d5b-c516-458f-9481-4610b40bd388	P	1	True	7132135568	True
477477	c40bc2ad-97e7-4819-8d7a-540b21bfbef6	P	0	True	5107627450	True
227076	fef5a921-91a7-4daf-b53a-9812fea6e3a2	P	3	True	9352369114	True
494619	145a6d9a-a58c-4029-b514-54fe1de0f8fc	P	3	True	4342045214	True
817946	92e5b4e4-6141-4680-8cd0-d3404ab2f3af	J	10	True	19833723604	True
862728	6ec5c2c8-8679-47f8-8a3e-40f92d3af46a	P	4	True	13623443962	True
859810	db66058c-b926-4b26-aa36-e3f752ff87c0	P	3	True	16455654029	True
757209	dc7bf8f3-5c26-45ea-bf83-096065a7b8ab	J	12	True	60446396220	True
538609	baaa5887-4056-48cf-85cd-a4c9c8ee87bb	J	10	True	24436151555	True
344561	3d05a8e1-25cd-4419-8367-30636a3051a7	P	3	True	5313350748	True
248531	8cc83881-0f6e-4f04-8651-086f5688dcbf	P	5	True	13909839909	True
808576	f8d01a95-488a-4429-9122-d5beb352fffa	P	2	True	3396598324	True
10083	8faff09f-97ea-41c0-88d8-2fb9f949e2d6	J	12	True	18578293587	True
343221	cf8fff96-df15-4bc4-8270-0eb697aee927	P	4	True	6777270434	True
392187	43eb7106-bfde-4f53-ab66-f0038df4ba93	P	5	True	3224951774	True
195113	5ac2e1d1-349c-4def-b19c-3c3661a2865f	P	5	True	10565738742	True
895429	93447e27-e0be-488f-b2a9-dd3f6e463f13	P	1	True	8260504275	True
649486	8f204035-6136-4182-8788-942c30a24be8	J	12	True	25294154094	True
70927	0b7a5db2-eb12-4efa-ac31-8e3095ab5afc	P	4	True	6376509510	True
310282	f83252c9-c618-44fe-84c3-5b937ce7332a	P	6	True	2495063647	True
457517	27cfe37f-2782-4b1f-a85b-4111121c9c80	J	12	True	41069726743	True
824002	d5adb7c7-05de-42ed-93cc-f864d424635f	P	0	True	8583777014	True
748347	58f4b67c-8a4b-45a1-9b0c-87defc2af88c	P	1	True	8808403741	True
116255	a612c387-4d5e-4f1e-8dfa-8db69e45b004	P	3	True	7621535218	True
128718	91e2dbf8-cbfc-47bf-b9f9-9ca0694e0664	P	1	True	5925444597	True
837963	4d538500-61d2-4ea4-9216-79e8df204f93	P	7	True	6993510464	True
656027	0f460ae1-a652-4743-a813-a61fe549dffb	P	7	True	2110553008	True
11247	38687ffe-18dc-40ec-9280-b2360e6434e7	P	7	True	11193125121	True
611264	b3c8f1fe-6e71-4645-828b-e0c4e3f9b1b2	P	5	True	3389469779	True
358499	25ed6c77-8ca5-4dcc-97a7-7df99acccac5	P	5	True	15416257396	True
137126	772b5278-f935-4816-b6ec-e885c3509344	P	5	True	3582273997	True
794725	21b44617-5150-4903-881c-05147c97d39c	P	1	True	6855573518	True
29257	40277221-efc0-4b80-84d9-0182e3d00fbc	J	12	True	2425444071	True
336044	4f4e0976-7f97-43bd-884b-09e22253bda4	J	12	True	47410250726	True
114623	bfef590a-58f3-4d1c-91d1-8b27f1b086d5	P	3	True	5388349392	True
875357	4487bdab-727f-4b0d-8bc6-94ee6ffec4c7	P	3	True	2428037490	True
693070	d8774baa-0b8e-4517-8e8d-a68e48934c5f	P	2	True	6255914856	True
669465	fcd2f65c-fc23-431a-8481-9f72981da9bd	P	2	True	4439597445	True
895831	56e0737f-184e-4e7f-92e3-2ee90baf811b	P	0	True	4619065432	True
716406	104cf69f-77ca-48ba-8478-073f7227674b	P	3	True	4185971010	True
625785	0fe78675-c6df-4f1c-afd6-08148b9d90a7	P	3	True	4268068889	True
160705	1127e4e0-f658-423b-a4c2-d1d7db072766	J	10	True	46049773911	True
977146	02fe772f-304d-488e-8135-f456645fa6c3	P	0	True	7697032976	True
627764	742d7ad3-fe7a-493e-bec2-71cc206c7c85	P	2	True	2675988206	True
278267	1b223539-620c-428f-85e5-38ebdfb7848f	P	6	True	4164779046	True
648919	442a3e59-730d-4706-b47f-cc0de7bd34c4	P	2	True	11452144122	True
290751	72a709fc-05f1-473f-aff4-cc6f1e706b8b	P	5	True	3507853073	True
99619	7248657a-f59b-458f-a935-6235bd5509f5	J	12	True	18669429823	True
581840	0ad4c3d4-59cc-4d17-a5b2-1764e7e6a6da	P	2	True	11236255185	True
915985	ac1d24d1-c7d6-4867-b3dc-371f14e2a2f9	P	3	True	5632129411	True
907383	dfa3f98e-a95d-4567-8c55-b2ac7e2e78c3	P	3	True	4392499401	True
526027	0518f90d-adf1-41a2-b95d-35470023170e	P	2	True	9085789023	True
386745	99468812-9198-4fbf-8f40-d69cfbe965ee	P	2	True	5805420671	True
349956	09061923-72b7-4c3e-8efe-12113d08585b	P	0	True	7369204532	True
382146	e6ba041e-e8dd-4009-b9e3-15c0241f5306	J	10	True	75747118945	True
486724	e687cb41-7e19-4542-b73c-d1f338cf5b72	P	7	True	12068621612	True
148929	bee964a6-dd84-4025-9140-3b507a10f685	P	2	True	3463187885	True
680848	4e72ee43-b0e1-454c-a31d-9d09d6ca1b5d	P	1	True	9419927017	True
463632	27dcd056-df9d-41d6-aa22-2f9e092e8cf4	P	4	True	11155193624	True
342009	4d39dec4-783b-4488-86b2-45db135fa072	J	11	True	29819398229	True
616897	22f58dd3-bb04-4981-a20b-c9b04408891c	P	6	True	2517019439	True
165034	d472c1a2-ee1e-4667-b6d0-77950d27e867	J	10	True	33999051490	True
470686	d07b5704-15e0-4687-bd77-d5a5100760a7	P	1	True	8054725745	True
583645	0744cf73-1cc0-494c-8e90-cf83cf0c5190	P	7	True	2579567115	True
575414	226be877-8853-4d86-a57e-95d310c768fd	P	0	True	4412471274	True
966823	31c86765-8570-4079-8e35-582282a8662f	P	1	True	10131173611	True
851350	a89491af-06aa-4aa8-85d2-f22608a2a71a	J	12	True	5176053015	True
871676	7d2e3e89-d210-4b4d-906c-2d79de77f007	P	2	True	5382971064	True
141542	f4a89797-365f-46eb-a31d-af011610ab0e	P	2	True	4087715305	True
811961	57a9dc65-8dc4-48dc-89f8-14c4d0378bd7	P	6	True	5223856506	True
834430	455f7d40-ef55-41c9-adf7-4d80ca5c5544	P	2	True	8076582021	True
859982	6e6e85c4-9d7b-4a3c-befd-b8e5d6f9580e	P	4	True	7270348330	True
995792	a88a2ce2-d67a-4e0f-a791-55054e0b7351	P	3	True	5806229911	True
845240	e7899a2c-f7c9-496c-9b72-8ef232af4b36	P	6	True	13279970000	True
7008	d7cc8995-9f5d-496e-93e4-efda2e573b4c	P	5	True	8541815094	True
485663	a1bdb7cd-6471-4e5e-8d6a-eb1b0cb32fb8	P	4	True	4109577916	True
253208	b1e9732b-1e35-43f2-a2a0-2a3273a7ff8c	J	11	True	57307274508	True
923731	bdd245ec-44f0-4e77-b684-41d5244f613a	P	3	True	4013907499	True
716554	44b4b91a-6b9c-493d-a76b-86666f3c2a8f	P	2	True	5130968579	True
313549	219e966e-f0d0-4601-b614-47017209db5b	P	2	True	4862006268	True
847840	9cab5055-fb9c-4920-89d7-47b7b5d0810a	P	2	True	4846141594	True
626102	9865710c-537a-46c9-bb72-09a6cb8be8c3	P	5	True	11691392930	True
24050	7ae19490-f2fd-415c-92fb-2cf29e84c2a8	P	0	True	14550437113	True
57225	1a8939dd-d4f4-49d6-9c8b-f64185008bc3	P	0	True	2317319651	True
16216	848e1756-62ae-4395-9cfc-08f4f13d7f87	J	12	True	25615461391	True
501721	363c5053-519d-4861-87f7-7631f483c1f1	P	7	True	17569876885	True
639292	3a79a74b-b464-4488-a998-fcc81700f048	P	7	True	3793278157	True
712380	cfc67f8c-7f46-4029-a3c6-5642ca20c2ee	P	0	True	6054858307	True
204322	9d416663-8c1e-4c84-b012-aff42263ab49	P	3	True	5578390286	True
961827	9851e4af-8df8-41c5-8ae9-0f6d7ff12f06	P	7	True	6446448652	True
532320	818fe90b-4e3a-4ba5-a7a5-1f1560825d5a	P	2	True	2372269982	True
316424	1b1a7c8e-fcad-4834-86ba-80db3c34d541	P	2	True	2546694614	True
450033	f845af5c-ef6f-4805-8e15-3df9596bb67d	P	5	True	2984075104	True
976589	7fea3b69-9741-4a16-b22d-787e6ef1c47e	P	4	True	2587793715	True
873243	b2f679a8-8771-4fc6-9b39-e6503c706812	P	0	True	8501460220	True
477633	f1d0e4f0-070c-47ff-a47b-a581144b8314	P	5	True	11516004205	True
415058	7fe7222e-8e72-4615-89d1-108806c06376	P	4	True	9792121265	True
213544	ede5b8b8-d5b6-4869-98da-2eee84c94456	P	0	True	8093634015	True
636656	4e07113e-3cf0-4f49-9df4-d611e2f3a99e	P	3	True	11139156894	True
489819	a7de27a3-261e-4ce2-ba87-4194196b1cd0	J	10	True	10470615143	True
143715	864583e2-4100-4332-b6bc-c0a7fd72c5bc	P	0	True	5727208375	True
331983	2611fe56-8147-47b8-a299-a48591595335	P	2	True	2664778763	True
516833	d3a37472-1711-4581-8c81-2bd305bd488a	P	4	True	4124408821	True
952779	b4d84d5e-b855-4860-9ea1-a2f7e5369026	J	10	True	14624593949	True
452153	67d07262-0341-42fb-801c-d18887bf5ed7	P	4	True	2804199221	True
999187	cee7cadf-f699-4041-9b2f-0bd6e47f4bf7	P	2	True	5392017970	True
820245	55cb0ee7-5363-4790-b380-15ce7ab34a06	P	5	True	5778385671	True
323993	3c7668fe-3a63-48f7-9e75-8f7ecd5b392f	P	7	True	3149061683	True
948418	11d3998d-0873-4b11-80f9-1a4b9e42727c	P	6	True	8998355473	True
511820	4b351eb6-77a9-48da-aec2-326a990bc53d	P	4	True	2008684523	True
870763	7ad8973a-05b1-45d1-bd44-12a048e4ebb6	P	2	True	7175732185	True
23342	a7eaff20-38bc-4477-8b1c-b0204a7a7f91	P	6	True	2827562560	True
888247	72591b31-6539-40ff-a530-bd1c450dfa40	P	2	True	10176557310	True
700885	3b1f2e6c-3a32-4f61-9c60-ecb227a10c17	P	4	True	14899145570	True
958468	88073e81-6ba5-4dd6-a179-4aa5ebe315f5	P	5	True	10547696120	True
717111	b5c052f4-ea9c-4a01-b9d3-1943c6ebebf5	P	6	True	9458387640	True
123982	766f23a1-d054-43c3-a934-42e656edf432	P	0	True	16309044471	True
277284	fbf7a4fe-c251-408b-82b8-7ff0a55d41f4	P	6	True	14017995251	True
641009	011e6c90-d60b-485f-b798-5d498ba104c3	P	5	True	2074779582	True
503373	c2552d9b-b8a5-4ef3-ab16-e48d21ae437e	J	10	True	27531109805	True
564550	2ff26585-4182-420c-b733-c5347256e757	P	4	True	5897651862	True
248878	60dcd859-8eca-4415-9feb-e71680e53b4a	P	5	True	10060613124	True
694732	adb807e4-c20e-4b56-a589-f6fda5b45132	J	10	True	6069639523	True
159039	14194e3e-07f5-45ec-bb5c-651a0c9ceca7	P	6	True	2439674303	True
839026	f0844453-735c-4a6c-a3fb-411c8489df1d	J	12	True	147173508580	True
116447	aa5bdf5b-1eb6-49cf-ac78-7cf3a9a8c74e	P	2	True	8761179716	True
